bertopic_id,bertopic_name,safety_score,safety_category,rationale,llm_score,llm_category,llm_confidence,keyword_score,keyword_category,fusion_rule,api_ok,api_error
42,42_service_user_information_module,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
43,43_monitoring_image_camera_area,1,thermal_management,[keyword_low] Matched: thermal,0,not_safety,0.95,1,thermal_management,low_max,True,
44,44_control_module_communication_humanoid robot,1,fail_safe_emergency,"[keyword_low] Matched: emergency stop, stability",0,not_safety,0.95,1,fail_safe_emergency,low_max,True,
45,45_legged robot_legged_desired trajectory_trajectory,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
46,46_module_signal_household_internet things,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
47,47_fault_health_state_data,4,fault_detection,"[agreement] LLM(4) + keyword(3): The abstract describes monitoring humanoid robot state including fault events and fall prediction, which is a safety mechanism for detecting and preventing hazardous conditions.",4,fault_detection,0.9,3,fault_detection,agreement,True,
48,48_rehabilitation_exoskeleton_training_module,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
49,49_circuit_power_battery_supply,0,not_safety,"[filtered] LLM(2, conf=0.80) without keyword support; treated as not_safety.",2,fault_detection,0.8,0,not_safety,filtered,True,
50,50_image_detection_monitoring_human,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
51,51_pedestrian_video_target_image,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
52,52_dog_robot dog_box_shaped cover,1,stability_balance,[keyword_low] Matched: stability,0,not_safety,0.95,1,stability_balance,low_max,True,
53,53_image_detection_human_target,1,stability_balance,"[keyword_low] Matched: fall detection, thermal",0,not_safety,0.95,1,stability_balance,low_max,True,
54,54_unmanned_aerial_unmanned aerial_unmanned boat,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
55,55_respective object_respective_self location_object,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
56,56_information pairs_pairs_ml_spatial,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
57,57_strategy_training_network_strategy network,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
58,58_stimuli_events_allows_end effector,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
59,59_breathing_mask_experiment_respirator,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
60,60_target_rescue_aid_extinguishing,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
61,61_food_food weight_weight_feeder,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
62,62_electrode_measurement electrode_108_elements,3,collision_protection,"[agreement] LLM(4) + keyword(2): The abstract describes collision monitoring for robot gripper elements, with force/torque sensing and actuation upon collision detection, which is a safety mechanism for human-robot interaction.",4,collision_protection,0.9,2,collision_protection,agreement,True,
63,63_primitives_minimanipulations_actions_movements,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
64,64_charging_wireless_wireless electromagnetic_electromagnetic,1,thermal_management,"[keyword_low] Matched: heat dissipation, cooling",0,not_safety,0.95,1,thermal_management,low_max,True,
65,65_social_reasoning_instruction_remote,0,not_safety,"[filtered] LLM(3, conf=0.80) without keyword support; treated as not_safety.",3,safe_control,0.8,0,not_safety,filtered,True,
66,66_magnetic_powder_material_adhesive,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
67,67_dance_music_playing_piano,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
68,68_animation_bone_skeleton_digital,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
69,69_embodiments_agricultural_various embodiments_interfaces,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
70,70_elevator_main elevator_floor_secondary elevator,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
71,71_moving_double mechanical_mechanical_double,1,force_control,[keyword_low] Matched: force sensor,0,not_safety,0.95,1,force_control,low_max,True,
72,72_cleaning_mechanism_chassis_cleaning mechanism,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
73,73_power_supply_power supply_battery,1,stability_balance,[keyword_low] Matched: stability,0,not_safety,0.95,1,stability_balance,low_max,True,
74,74_target_foot_state data_landing,2,safe_control,"[llm_low] The abstracts describe motion control for legged robots focusing on stability and environmental adaptation, which indirectly relates to safe locomotion but does not explicitly mention human protection or hazard prevention.",2,safe_control,0.8,1,force_control,low_max,True,
75,75_chair_group_handle_movable,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
76,76_elements_elements articulation_articulation_given,4,force_control,"[llm_override conf=0.95] The switch actuates on excessive force at joint limits, preventing damage or injury from over-force contact.",4,force_control,0.95,0,not_safety,llm_override,True,
