bertopic_id,bertopic_name,proposed_safety,safety_rationale,supporting_patent_numbers,evidence_patent_number,evidence_location,exact_evidence_excerpt,safety_evidence_terms,evidence_status,evidence_selection_reason,evidence_source_file,human_safety_judgment,human_harm_link,cascade_role,plausible_cascade_path,scope_limitation,reviewer_confidence,reviewer_note
29,29_module_intelligent_service_display,DIRECT,Safety mechanism detected via keyword analysis of 9 patents; PERCEPTION: Strong keyword presence (9 distinct terms) in evidence texts; PLANNING_DECISION: Moderate keyword presence (2 distinct terms); MOTION_CONTROL: Marginal keyword presence (1 terms) — background or application context; ACTUATION_MECHANICS: Strong keyword presence (6 distinct terms) in evidence texts; SAFETY_MONITORING: Marginal keyword presence (1 terms) — background or application context; EMERGENCY_FAILSAFE: Moderate keyword presence (3 distinct terms); HRI_INTERFACE: Moderate keyword presence (3 distinct terms); SYSTEM_INTEGRATION: Moderate keyword presence (3 distinct terms),CN112578716B;CN104375417B;CN113858158A;CN103759734A;TW201634200A;CN215252430U;CN106891338A;KR200435980Y1;CN122260507A,CN112578716B,CLAIM,"1. A humanoid robot control system for shoes and clothes display, comprising a power supply module, a chassis control module, a network control module, a model motion control module and a visual voice module, further comprising a PC end software system; the power supply module comprises a power supply and a power supply electric quantity display device; the chassis control module comprises an industrial computer, a chassis control plate, a laser radar, a lamp belt controller, a coulometer, an anti-collision switch, an emergency stop switch, an ultrasonic wave, an IR receiver, a motor driver and a motor; the network control module comprises a switch and a router; the visual voice module comprises a camera, a core plate, a microphone bottom plate, a microphone array, a",collision;emergency stop;collision,FOUND,BERTopic_representative,topic_summary.csv,,,,,,,
32,32_action_data_sequence_motion,PARTIAL,Safety mechanism detected via keyword analysis of 8 patents; PERCEPTION: Strong keyword presence (5 distinct terms) in evidence texts; STATE_ESTIMATION: Moderate keyword presence (3 distinct terms); PLANNING_DECISION: Moderate keyword presence (3 distinct terms); MOTION_CONTROL: Moderate keyword presence (4 distinct terms); ACTUATION_MECHANICS: Strong keyword presence (5 distinct terms) in evidence texts; SAFETY_MONITORING: Marginal keyword presence (1 terms) — background or application context; EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context,CN106078752B;CN121132640B;CN122008250A;CN119610085A;CN121552445B;CN122353572A;KR101460140B1;CN121704883B,CN106078752B,CLAIM,"[CLAIM 1] 1. A humanoid robot based on human behaviour simulating method of Kinect, based on the collected from the Kinect RGB-D image extracted from the human framework information, constructing the motion model of human movement chain, and mapping the operation to the robot motion model in real time, the real-time action imitate the continuous image sequence, starting and ending time point of the human-action are contained in the image sequence is unknown, by mapping model and a balance control mechanism the feature is that it includes the following step : 1) establishing collecting motion data, the motion data processing and joint configuration of three modules, the action data collecting module is responsible for constructing human body action of the abstract model, the motio",balance,FOUND,BERTopic_representative,topic_summary.csv,,,,,,,
33,33_path_grid_map_point,PARTIAL,Safety mechanism detected via keyword analysis of 9 patents; PERCEPTION: Strong keyword presence (9 distinct terms) in evidence texts; STATE_ESTIMATION: Moderate keyword presence (3 distinct terms); PLANNING_DECISION: Strong keyword presence (7 distinct terms) in evidence texts; EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context; HRI_INTERFACE: Moderate keyword presence (2 distinct terms); SYSTEM_INTEGRATION: Moderate keyword presence (2 distinct terms),CN120742904B;CN119469168B;CN117590747A;CN120909299A;CN119309582A;CN120213071A;CN121783173A;CN105843222A;CN122258922A,CN120742904B,CLAIM,"1. A four-foot robot obstacle avoidance control method based on path planning, wherein The method comprises the following steps : obtaining environmental point cloud data, image data and motion speed data of a four-foot robot, generating semantic point cloud data by performing terrain semantic segmentation and semantic pixel back projection on the image data, and combining the semantic point cloud data with the motion compensated environmental point cloud data to construct a semantic marking grid map; performing global path search on the semantic annotation grid map to generate a global smooth path; when the four-foot robot travels along the global smooth path, the path node on the global smooth path is extracted with a fixed step distance, and the terrain type and the grid occupi",avoidance;obstacle,FOUND,BERTopic_representative,topic_summary.csv,,,,,,,
37,37_foot_sole_heel_arch,PARTIAL,Safety mechanism detected via keyword analysis of 9 patents; PERCEPTION: Moderate keyword presence (2 distinct terms); ACTUATION_MECHANICS: Strong keyword presence (6 distinct terms) in evidence texts; EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context,CN118928586B;CN120697869B;CN120621535B;CN113349762A;CN223934846U;CN120461477A;CN221214319U;CN200967506Y;CN121608822A,CN120697869B,ABSTRACT,"The invention discloses a humanoid robot bionic foot with autonomous terrain testing ability, which includes a front sole component and a rear sole component that are flexibly connected through the sole fascia. The support connecting frame and the arch component are hinged to form a space transmission structure, which cooperates with the fascia to form an arched composite support. Its innovative points are : the locust-like foot pad realizes segmented flexibility and local fit buffering; the plantar fascia and arched arch absorb impact in the early stage of gait and reduce rigid body transmission; the dorsal muscle-imitating elastic sheet and the Achilles tendon-imitating elastic sheet store and release energy in the second half of gait to improve dynamic stability; pressure sensors are",stability,FOUND,BERTopic_representative,topic_summary.csv,,,,,,,
40,40_wheel_leg_wheel leg_wheel legged,PARTIAL,Safety mechanism detected via keyword analysis of 6 patents; PERCEPTION: Moderate keyword presence (2 distinct terms); PLANNING_DECISION: Marginal keyword presence (1 terms) — background or application context; MOTION_CONTROL: Moderate keyword presence (2 distinct terms); ACTUATION_MECHANICS: Moderate keyword presence (4 distinct terms); EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context; SYSTEM_INTEGRATION: Marginal keyword presence (1 terms) — background or application context,CN119024875B;CN116774713A;CN101982809B;CN112975978B;CN121756299A;CN118056744A,CN119024875B,CLAIM,"1. A balance control method of wheel-leg type robot, wherein the wheel-leg type robot is simplified into n-order inverted pendulum model, the n-order inverted pendulum model comprises : wheels, n connecting rods and n rotating joints, the wheel and the first connecting rod in the n connecting rods are connected through the first rotating joint in the n rotating joints, the n connecting rod is connected through n-1 rotating joints except the first rotating joint in series, the first connecting rod is the equivalent connecting rod corresponding to at least two leg mechanisms of the wheel-leg robot, the wheel is the equivalent moving wheel corresponding to the moving wheel respectively connected with at least two leg mechanisms, n is a positive integer greater than or equal to 2; Th",balance,FOUND,BERTopic_representative,topic_summary.csv,,,,,,,
47,47_fault_health_state_data,DIRECT,Safety mechanism detected via keyword analysis of 8 patents; PERCEPTION: Moderate keyword presence (2 distinct terms); STATE_ESTIMATION: Marginal keyword presence (1 terms) — background or application context; ACTUATION_MECHANICS: Marginal keyword presence (1 terms) — background or application context; SAFETY_MONITORING: Marginal keyword presence (1 terms) — background or application context; EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context; HRI_INTERFACE: Marginal keyword presence (1 terms) — background or application context,CN121200084B;CN120029227B;US11511431B2;CN121580141B;CN120533752A;CN119717618B;CN118927306A;EP1842630A1,CN121200084B,CLAIM,"1. A human-shaped robot state monitoring method, wherein it is applied to the controller in the human-shaped robot, the method comprises : obtaining the multi-modal information data of the humanoid robot, the multi-modal information data is used for representing the multi-dimensional physical information sensed by the humanoid robot in the current anthropomorphic functional scene, the multi-modal information data comprises energy state data, an external environment data and posture dynamics data, the energy state data is used for representing the energy using condition of the humanoid robot, the external environment data is used for representing the external environment condition of the humanoid robot, the posture dynamics data is used for representing the body movement condition",monitor,FOUND,BERTopic_representative,topic_summary.csv,,,,,,,
62,62_electrode_measurement electrode_108_elements,PARTIAL,Safety mechanism detected via keyword analysis of 8 patents; PERCEPTION: Moderate keyword presence (2 distinct terms); MOTION_CONTROL: Marginal keyword presence (1 terms) — background or application context; ACTUATION_MECHANICS: Moderate keyword presence (4 distinct terms); SYSTEM_INTEGRATION: Marginal keyword presence (1 terms) — background or application context,DE102019107851B4;US20250241544A1;FR3084002A1;US63484517P0;CA3134287A1;FR3083728A1;FR3084002B1;US20250219277A1,DE102019107851B4,ABSTRACT,"A robot gripper includes : a drive unit to drive a powertrain with active elements, wherein each element has a working region arranged in a body-fixed manner relative to the robot gripper, a respective element being moveable in and capable of reaching the working region; a control unit to control the drive unit; and a sensor system connected to the control unit to ascertain forces/moments applied externally to individual elements, the control unit configured such that collision monitoring is capable of being carried out for the elements, and when a collision is detected for an element, the drive unit is actuated according to a specified operation, including : providing a defined region within the working region for the elements, and collision monitoring for the elements only whe",collision;collision;monitor,FOUND,BERTopic_representative,topic_summary.csv,,,,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,No substantial safety mechanism found in evidence texts; PERCEPTION: Strong keyword presence (7 distinct terms) in evidence texts; STATE_ESTIMATION: Marginal keyword presence (1 terms) — background or application context; PLANNING_DECISION: Strong keyword presence (7 distinct terms) in evidence texts; MOTION_CONTROL: Marginal keyword presence (1 terms) — background or application context; ACTUATION_MECHANICS: Moderate keyword presence (3 distinct terms); EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context; HRI_INTERFACE: Moderate keyword presence (3 distinct terms); SYSTEM_INTEGRATION: Moderate keyword presence (3 distinct terms),CN120620231B;CN117103261B;CN121989231A;CN121290419A;CN120572534A;CN121290419B;CN120416181A;KR1020100003097A;CN122231896A,,,,,INSUFFICIENT,,,,,,,,,
74,74_target_foot_state data_landing,NOT_SAFETY,No substantial safety mechanism found in evidence texts; STATE_ESTIMATION: Marginal keyword presence (1 terms) — background or application context; MOTION_CONTROL: Marginal keyword presence (1 terms) — background or application context; EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context,HK40071432B;CN114474034B;EP4116782A1;WO2022089195A1;WO2022048472A1;EP4144487C0;EP4144487B1;CN112051797B;CN121704503A,,,,,INSUFFICIENT,,,,,,,,,
76,76_elements_elements articulation_articulation_given,NOT_SAFETY,No substantial safety mechanism found in evidence texts; ACTUATION_MECHANICS: Marginal keyword presence (1 terms) — background or application context; EMERGENCY_FAILSAFE: Marginal keyword presence (1 terms) — background or application context,JP6556167B2;JP2017516672A;IN201617039124A;KR1020170021800A;JP6449337B2;FR3021572A1;DE102007022973A1,,,,,INSUFFICIENT,,,,,,,,,
